step 1 ,  0.26512956619262695 
step 2 ,  0.36047959327697754 
step 3 ,  0.48938441276550293 
step 4 ,  0.6214706897735596 
step 5 ,  0.6514737606048584 
step 6 ,  0.6964724063873291 
step 7 ,  0.738088846206665 
step 8 ,  0.7654323577880859 
step 9 ,  0.775306224822998 
step 10 ,  0.7923383712768555 
step 11 ,  0.8013064861297607 
step 12 ,  0.8073363304138184 
step 13 ,  0.8223435878753662 
step 14 ,  0.8313357830047607 
step 15 ,  0.8423001766204834 
step 16 ,  0.8540120124816895 
step 17 ,  0.8618662357330322 
step 18 ,  0.8696362972259521 
step 19 ,  0.8774523735046387 
step 20 ,  0.881354808807373 
step 21 ,  0.889167070388794 
step 22 ,  0.9047918319702148 
step 23 ,  0.9086976051330566 
step 24 ,  0.9165463447570801 
step 25 ,  0.9204421043395996 
step 26 ,  0.9243218898773193 
step 27 ,  0.9282281398773193 
step 28 ,  0.9321339130401611 
step 29 ,  0.9360408782958984 
step 30 ,  0.9399614334106445 
step 31 ,  0.9399614334106445 
step 32 ,  0.9438672065734863 
