step 1 ,  42.53995943069458 
step 2 ,  45.42927861213684 
step 3 ,  77.50924587249756 
step 4 ,  80.93730807304382 
step 5 ,  82.61296248435974 
step 6 ,  89.22174000740051 
step 7 ,  93.46310257911682 
step 8 ,  96.23141932487488 
step 9 ,  99.00767183303833 
step 10 ,  104.36815285682678 
step 11 ,  122.33990955352783 
step 12 ,  129.3459746837616 
step 13 ,  131.64236903190613 
step 14 ,  142.9641125202179 
step 15 ,  147.33421063423157 
step 16 ,  150.6903874874115 
step 17 ,  171.90735268592834 
step 18 ,  189.42853236198425 
step 19 ,  211.55320000648499 
step 20 ,  232.91324877738953 
step 21 ,  233.60025072097778 
step 22 ,  237.02723479270935 
step 23 ,  239.07443928718567 
step 24 ,  240.417804479599 
step 25 ,  245.4909951686859 
step 26 ,  247.95307564735413 
step 27 ,  253.15297484397888 
step 28 ,  257.7331221103668 
step 29 ,  260.6184377670288 
step 30 ,  265.9894630908966 
step 31 ,  269.2933259010315 
step 32 ,  270.9144721031189 
step 33 ,  275.73812317848206 
step 34 ,  279.1332983970642 
step 35 ,  280.72296833992004 
step 36 ,  281.24164962768555 
step 37 ,  281.7593095302582 
step 38 ,  282.2160954475403 
step 39 ,  282.73250365257263 
step 40 ,  283.64267778396606 
step 41 ,  284.53310465812683 
step 42 ,  285.83168363571167 
step 43 ,  286.6904933452606 
step 44 ,  288.7889475822449 
step 45 ,  290.0312354564667 
step 46 ,  292.870169878006 
step 47 ,  299.4737334251404 
step 48 ,  300.2419762611389 
step 49 ,  301.0045530796051 
step 50 ,  301.7871687412262 
step 51 ,  302.17794609069824 
step 52 ,  302.9251654148102 
step 53 ,  303.6873049736023 
step 54 ,  304.76658749580383 
step 55 ,  306.24922704696655 
step 56 ,  307.0129988193512 
step 57 ,  307.7699615955353 
step 58 ,  312.0972943305969 
step 59 ,  314.15293049812317 
step 60 ,  314.83797574043274 
step 61 ,  316.2336525917053 
step 62 ,  316.9491500854492 
step 63 ,  317.62768959999084 
step 64 ,  319.9278452396393 
step 65 ,  321.9339621067047 
step 66 ,  323.19821190834045 
step 67 ,  324.17239928245544 
step 68 ,  324.5037558078766 
step 69 ,  325.91870737075806 
step 70 ,  326.54103803634644 
step 71 ,  327.15681862831116 
step 72 ,  327.7794692516327 
step 73 ,  328.6690835952759 
step 74 ,  328.96934938430786 
step 75 ,  329.8688688278198 
step 76 ,  330.16962027549744 
step 77 ,  330.7594404220581 
step 78 ,  331.6227626800537 
step 79 ,  331.92192554473877 
step 80 ,  332.503178358078 
step 81 ,  333.64142656326294 
step 82 ,  334.22291254997253 
step 83 ,  334.5153703689575 
step 84 ,  336.4480047225952 
step 85 ,  337.3473551273346 
step 86 ,  337.653621673584 
step 87 ,  339.33208894729614 
step 88 ,  340.1598644256592 
step 89 ,  341.00759649276733 
step 90 ,  341.9471402168274 
step 91 ,  342.9230833053589 
step 92 ,  343.8300745487213 
step 93 ,  344.66861152648926 
step 94 ,  345.2368185520172 
step 95 ,  346.63074707984924 
step 96 ,  347.4145312309265 
step 97 ,  348.3338510990143 
step 98 ,  349.4788615703583 
step 99 ,  350.9674153327942 
step 100 ,  351.736305475235 
step 101 ,  352.4704759120941 
step 102 ,  354.78343749046326 
step 103 ,  355.2779498100281 
step 104 ,  356.0402011871338 
step 105 ,  357.05222845077515 
step 106 ,  358.3537313938141 
step 107 ,  359.50754141807556 
step 108 ,  360.4136862754822 
step 109 ,  360.87082028388977 
step 110 ,  363.93253445625305 
step 111 ,  364.16375041007996 
step 112 ,  364.8553464412689 
step 113 ,  365.7555184364319 
step 114 ,  367.06559205055237 
step 115 ,  369.4472846984863 
step 116 ,  370.2905898094177 
step 117 ,  371.32920813560486 
step 118 ,  372.3816909790039 
step 119 ,  372.6089653968811 
step 120 ,  373.6301701068878 
step 121 ,  373.8622534275055 
step 122 ,  374.10464310646057 
step 123 ,  375.7612090110779 
step 124 ,  376.20014452934265 
step 125 ,  377.4236886501312 
step 126 ,  377.65438580513 
step 127 ,  378.65242409706116 
step 128 ,  380.004558801651 
step 129 ,  380.98439025878906 
step 130 ,  381.18300700187683 
step 131 ,  381.57618260383606 
step 132 ,  382.8905813694 
step 133 ,  383.11260986328125 
step 134 ,  384.76642203330994 
step 135 ,  384.9539272785187 
step 136 ,  385.8797571659088 
step 137 ,  386.8157567977905 
step 138 ,  388.8170623779297 
step 139 ,  389.8812999725342 
step 140 ,  390.06876945495605 
step 141 ,  391.15509033203125 
step 142 ,  392.19158148765564 
step 143 ,  392.8785197734833 
step 144 ,  393.050395488739 
step 145 ,  394.25106048583984 
step 146 ,  395.39567494392395 
step 147 ,  396.11403703689575 
step 148 ,  396.28594994544983 
step 149 ,  397.13871359825134 
step 150 ,  397.4871952533722 
step 151 ,  397.85124945640564 
step 152 ,  398.69000601768494 
step 153 ,  399.5066342353821 
step 154 ,  400.32457280158997 
step 155 ,  401.135098695755 
step 156 ,  402.55459117889404 
step 157 ,  403.0535731315613 
step 158 ,  403.5238220691681 
step 159 ,  404.79294538497925 
step 160 ,  404.9647912979126 
step 161 ,  406.1890833377838 
step 162 ,  407.41766142845154 
step 163 ,  408.7788963317871 
step 164 ,  409.2442102432251 
step 165 ,  409.3848686218262 
step 166 ,  409.7084937095642 
step 167 ,  410.3323347568512 
step 168 ,  411.34892201423645 
step 169 ,  412.77363681793213 
step 170 ,  413.22038221359253 
step 171 ,  413.51732444763184 
step 172 ,  413.987042427063 
step 173 ,  414.9660487174988 
step 174 ,  415.5841143131256 
step 175 ,  416.0210599899292 
step 176 ,  417.1653561592102 
step 177 ,  417.7672019004822 
step 178 ,  418.0533890724182 
step 179 ,  419.1773316860199 
step 180 ,  419.8726556301117 
step 181 ,  420.28601002693176 
step 182 ,  421.8793351650238 
step 183 ,  423.0876111984253 
step 184 ,  423.753785610199 
step 185 ,  424.0294716358185 
step 186 ,  424.3061406612396 
step 187 ,  425.5042600631714 
step 188 ,  426.4039113521576 
step 189 ,  428.1007227897644 
step 190 ,  428.3866083621979 
step 191 ,  428.56486415863037 
step 192 ,  429.6173424720764 
step 193 ,  430.61702513694763 
step 194 ,  431.76777935028076 
step 195 ,  432.02857422828674 
step 196 ,  432.16721653938293 
step 197 ,  432.2927315235138 
step 198 ,  432.4190995693207 
step 199 ,  432.94938492774963 
step 200 ,  433.39433789253235 
step 201 ,  433.755756855011 
step 202 ,  434.87187099456787 
step 203 ,  436.28196382522583 
step 204 ,  437.8943510055542 
step 205 ,  438.1736078262329 
step 206 ,  438.47821521759033 
step 207 ,  438.6308023929596 
step 208 ,  439.0493233203888 
step 209 ,  440.63755774497986 
step 210 ,  441.36571073532104 
step 211 ,  441.7630100250244 
step 212 ,  442.96472930908203 
step 213 ,  443.3919494152069 
step 214 ,  444.11302852630615 
step 215 ,  444.7492079734802 
step 216 ,  445.13997435569763 
step 217 ,  445.2418863773346 
step 218 ,  446.33254647254944 
step 219 ,  446.7348475456238 
step 220 ,  447.5202634334564 
step 221 ,  447.80735039711 
step 222 ,  449.0358657836914 
step 223 ,  449.6740171909332 
step 224 ,  450.01186442375183 
step 225 ,  450.24013113975525 
step 226 ,  450.47359108924866 
step 227 ,  451.61837577819824 
step 228 ,  452.4475431442261 
step 229 ,  452.8749017715454 
step 230 ,  453.1279933452606 
step 231 ,  453.64235854148865 
step 232 ,  453.76739263534546 
step 233 ,  454.7505831718445 
step 234 ,  455.08083844184875 
step 235 ,  456.47361993789673 
step 236 ,  457.28707242012024 
step 237 ,  457.70983624458313 
step 238 ,  458.0159738063812 
step 239 ,  458.2195637226105 
step 240 ,  459.19126176834106 
step 241 ,  459.3787612915039 
step 242 ,  459.8753619194031 
step 243 ,  460.07848715782166 
step 244 ,  460.905309677124 
step 245 ,  461.3081223964691 
step 246 ,  461.4955859184265 
step 247 ,  462.5926094055176 
step 248 ,  463.0879738330841 
step 249 ,  463.315146446228 
step 250 ,  464.4818241596222 
step 251 ,  465.5881128311157 
step 252 ,  465.68943643569946 
step 253 ,  465.8048779964447 
step 254 ,  466.422568321228 
step 255 ,  466.8067727088928 
step 256 ,  466.97864294052124 
step 257 ,  467.19605350494385 
