step 1 ,  0.08299922943115234 
step 2 ,  0.1353750228881836 
step 3 ,  0.14749908447265625 
step 4 ,  0.14749908447265625 
step 5 ,  0.17874836921691895 
step 6 ,  0.19440484046936035 
step 7 ,  0.20999813079833984 
step 8 ,  0.20999813079833984 
step 9 ,  0.22565746307373047 
step 10 ,  0.24126315116882324 
step 11 ,  0.24126315116882324 
step 12 ,  0.25687456130981445 
step 13 ,  0.25687456130981445 
step 14 ,  0.25687456130981445 
step 15 ,  0.27253246307373047 
step 16 ,  0.27253246307373047 
step 17 ,  0.27253246307373047 
step 18 ,  0.2881605625152588 
step 19 ,  0.2881605625152588 
step 20 ,  0.2881605625152588 
